plant,soil,temperature,humidity,rainfall,season,suitable
giloy,sandy,19.84431626293683,39.828214473692846,33.12846926639911,winter,0
ashwagandha,clay,15.540515659598361,81.91710490095608,69.88752582194007,summer,0
turmeric,sandy,41.61966836295808,22.01083538542601,62.242691674228176,winter,0
giloy,sandy,18.79130545240008,58.01961683804924,121.13346875829897,monsoon,1
neem,clay,36.315689926545076,49.561315253423174,83.82930698395766,summer,0
brahmi,sandy,21.037937392948987,69.42375758409378,120.12831393131621,summer,1
neem,clay,12.241380395146289,67.02020875095894,234.18637872597427,summer,0
neem,sandy,41.11384629743962,31.78533251056233,72.30117804311907,monsoon,1
brahmi,clay,39.424558516487885,48.25628066143854,191.4437125285658,monsoon,0
tulsi,sandy,43.042219341671874,78.58016073993866,165.63000986094775,summer,0
amla,sandy,19.597666268783144,80.18687443122926,65.89104337658014,monsoon,0
tulsi,loamy,19.648000695699693,79.8558690800074,229.23763053542058,winter,1
aloe_vera,clay,36.60353037559131,64.63510688317231,21.80373018380414,winter,1
ashwagandha,sandy,19.059604490321455,58.78180736547354,78.88443860628082,winter,1
brahmi,sandy,18.673974073222485,88.47878238166243,210.96148756179275,summer,1
neem,loamy,14.078138121663713,57.93124660906848,179.86305153383424,winter,0
neem,sandy,39.7702231655028,81.04491407558052,72.19474688008499,summer,1
brahmi,loamy,12.857183786727038,21.850126045041286,24.995312799180418,winter,0
neem,loamy,16.722028559992438,80.05630905762149,188.16944367274002,summer,0
bael,sandy,35.90528059078147,56.610956094151064,237.8441874811184,winter,1
lemongrass,clay,11.104975974579329,29.632802320275253,109.79435998558723,monsoon,1
tulsi,clay,29.951741634118356,47.3970662287212,202.82317611733004,winter,0
bael,clay,34.51229123968332,41.48972656443577,202.35870465952692,summer,1
brahmi,sandy,28.14060829675778,55.730281205159415,210.16243184829386,winter,0
tulsi,sandy,34.810875575644744,37.76955561089474,239.4739484736589,winter,0
turmeric,clay,43.99997573599153,53.47663466400893,227.30125769274835,monsoon,1
lemongrass,clay,20.601277498217122,89.90228532545062,151.14305960562956,monsoon,1
brahmi,sandy,36.04344511322841,24.868536084899166,245.40455763666498,monsoon,0
tulsi,clay,10.53236453134968,60.44497275289606,88.70680876463601,winter,0
bael,sandy,28.907822481113676,23.58288264956254,111.9905185723077,winter,1
ashwagandha,sandy,41.18247504306701,52.807762864920164,85.57565153884357,summer,1
amla,clay,35.27393384607488,25.14533886574898,239.98186951670112,summer,0
bael,sandy,42.903682274760065,36.58717536054702,105.02140901530959,monsoon,1
aloe_vera,sandy,34.367843411568174,60.70291953572666,107.11683082258133,monsoon,0
brahmi,sandy,25.194946029880757,35.2682650821455,82.80344752976904,monsoon,0
ashwagandha,clay,18.605389781414274,35.230256010782085,45.32904386389538,winter,0
amla,sandy,13.277593488861791,75.17205394646032,44.023651638850325,summer,0
tulsi,sandy,34.098461687725475,77.03190642654845,128.00518146366034,monsoon,0
ashwagandha,clay,14.340106046251488,27.628565978408247,78.73532305518803,winter,0
turmeric,clay,39.12163444628707,31.32990422330691,243.70105416608064,summer,0
lemongrass,loamy,28.859505188531493,76.35630489410457,36.13540207804096,monsoon,0
tulsi,loamy,33.64543848468493,84.50639995739301,196.4108986534996,winter,1
ashwagandha,sandy,22.787685531224888,82.31146021964005,167.8274886573822,summer,1
ashwagandha,sandy,19.274461827748578,25.50200631631882,110.65610505391442,summer,1
neem,clay,44.4816863886508,64.0668470855473,233.5287501007481,summer,0
ashwagandha,clay,38.78559841622055,39.97135799653241,245.83101334543557,summer,0
bael,clay,22.258271962839057,42.74822639405598,45.4350973393479,monsoon,0
ashwagandha,sandy,25.639865018753028,25.455404216168063,41.917989728916005,winter,1
brahmi,loamy,30.42622588869755,89.14985824099689,64.87585178346944,monsoon,1
turmeric,loamy,21.229115735922676,89.15643284111589,151.98307493091187,monsoon,1
lemongrass,clay,41.90555766117518,79.036644114927,230.59084153511995,monsoon,1
ashwagandha,sandy,36.22803242159725,44.51062040663405,152.94063480660196,summer,1
giloy,loamy,35.172336120988334,32.11265059150267,101.6556427430445,winter,0
neem,clay,26.195346715091457,78.36215797813391,167.95553348089635,summer,0
turmeric,clay,24.1182481508154,34.612456510130194,117.4710014556562,monsoon,1
brahmi,loamy,14.887225198698442,31.119729613872803,154.30277560749693,winter,0
aloe_vera,clay,22.05129151943362,29.68358207380494,126.52350007369742,summer,0
turmeric,loamy,28.82323643986842,21.31148570838875,14.685263433471274,winter,0
aloe_vera,sandy,22.497127753630885,63.76485495399506,88.78149672494308,winter,1
aloe_vera,sandy,10.471101871070045,59.094509482551345,154.1677121683325,summer,0
brahmi,clay,39.95968096790078,35.41555819565712,77.8824093646234,summer,0
bael,loamy,27.895326305215953,63.09554172800746,158.08280675466372,summer,1
turmeric,clay,12.465675501172749,82.85844045039707,229.68051012515525,summer,0
bael,clay,24.381557793600372,65.81440118446571,239.70949604176647,winter,0
amla,loamy,24.660708011005866,38.451023904371354,20.741811283474476,monsoon,1
aloe_vera,loamy,24.153397203204165,67.20085056888125,152.69102845559,summer,0
lemongrass,sandy,40.54006932031968,32.806241081640394,204.96991233581417,monsoon,1
brahmi,loamy,20.199588028974958,53.056401994504306,196.08816853191263,monsoon,0
lemongrass,sandy,12.361456865568336,84.52309776111456,103.54662900500767,summer,1
bael,clay,10.731351347254147,22.06918873424653,17.443628542159814,winter,0
ashwagandha,sandy,36.303140587393685,79.92463750881214,160.5745936664091,winter,1
aloe_vera,sandy,41.94266685364633,87.41884148713076,65.24789654674507,monsoon,1
bael,clay,10.796397365371037,82.30940554200222,120.51580777006657,summer,0
neem,clay,35.900686346315794,81.9766950972469,100.0218766366213,summer,0
ashwagandha,loamy,44.30554953135323,78.7502063046623,198.8571863830582,winter,0
lemongrass,sandy,42.19373606043567,32.979181986415966,98.69145207536813,winter,1
brahmi,sandy,38.32914622577216,89.58818698508412,186.2580381531113,summer,1
turmeric,loamy,19.869015819148483,22.806143849227798,15.046845166209195,monsoon,1
tulsi,sandy,21.301798294727817,77.40481260255146,205.65235950374662,winter,0
bael,clay,18.739203847434602,76.85552165693804,110.22605325842714,summer,0
brahmi,clay,42.424357969202006,88.92827528850289,173.9222495737184,summer,1
bael,loamy,18.70830811716985,31.358282268739345,177.12171482933303,summer,0
turmeric,loamy,35.66344660541836,83.68968609175563,78.72623157583854,winter,0
aloe_vera,loamy,14.864121764226518,41.46534031251037,245.5917079380533,winter,0
tulsi,clay,33.94515108318578,65.35535075724138,160.91913269397241,monsoon,0
amla,loamy,29.40942442836996,32.562631854844135,205.07927599055856,summer,1
bael,clay,41.641317941604036,38.96095139086374,78.3879594959597,winter,1
turmeric,loamy,17.178752171764287,88.14420531239463,26.63806635609682,monsoon,1
aloe_vera,sandy,41.624826902120404,24.807963932588475,10.391829555467123,winter,1
neem,clay,10.71572666403562,28.891676397053146,234.07024136143949,monsoon,0
aloe_vera,loamy,32.2211329973167,54.183574487798104,245.89208100298094,winter,0
lemongrass,clay,16.441877954891446,67.30992688310243,107.43364303511925,monsoon,1
amla,loamy,34.60685735112422,85.37349840785923,176.36498759422662,summer,1
tulsi,clay,31.00596878608167,31.828278021631462,13.420383260781108,monsoon,0
bael,loamy,10.8682137476976,56.231315818988364,215.48462565306846,winter,0
aloe_vera,sandy,33.96748166405788,28.191603596381626,231.45899145089155,monsoon,0
ashwagandha,clay,23.27494088164908,73.3597205538291,196.42142977263936,summer,0
bael,loamy,28.08112473947383,33.209869372018254,24.819689642660563,monsoon,1
aloe_vera,loamy,10.777359988464323,24.164269603744923,44.19917363851344,winter,1
amla,sandy,39.42298511794928,64.8438671553769,28.49258425806869,monsoon,0
bael,sandy,27.28193676199623,66.16063728929146,222.12583480775066,summer,1
ashwagandha,loamy,30.73577874927641,34.35702967450792,126.18984600966606,winter,0
turmeric,loamy,10.519891700600741,39.90354100904904,204.61681555452793,summer,0
ashwagandha,clay,11.988560290009207,33.05876548100349,128.9502690830944,monsoon,0
amla,clay,26.43674837554998,63.7138066214627,47.37574383431655,monsoon,0
bael,clay,12.613974454330542,45.27970309918536,45.66390923526927,winter,0
ashwagandha,loamy,26.704095297958172,45.6646890001353,39.98947265592177,monsoon,0
tulsi,clay,35.160138521337785,59.30183110186797,186.97030079446327,monsoon,0
amla,clay,31.638540172479242,49.05171422410312,172.67938633348368,winter,0
tulsi,sandy,30.5150545535151,72.8938695361166,52.413462480532964,monsoon,0
ashwagandha,loamy,39.04477540939761,52.61259775691194,90.77853872402684,monsoon,0
tulsi,loamy,18.58871078235759,59.8376569373957,11.166930569408002,monsoon,1
lemongrass,clay,42.13416090870653,35.578196166947244,19.989296657642317,monsoon,0
amla,clay,23.742885081942198,87.71088431992425,85.6011375526432,winter,0
ashwagandha,loamy,37.67042145386134,78.7984913441655,26.78867544655806,winter,0
tulsi,loamy,28.875573011631353,38.66297423101508,222.1888719987639,monsoon,0
tulsi,loamy,11.026264579427526,62.8541091015285,132.33846814695315,monsoon,1
amla,clay,22.16301042767524,68.07534312723902,202.3253441641659,winter,0
amla,sandy,36.649367426280165,78.67006616509252,53.98939691447335,summer,0
bael,loamy,17.634163004481223,70.14832025018465,128.08001175522014,monsoon,0
amla,sandy,15.558161504847424,26.597529119244975,148.51451689070856,monsoon,0
turmeric,clay,20.352662206495364,77.54331622006265,33.22792998769498,winter,0
ashwagandha,clay,19.20676093575349,59.34039636704938,235.4744498886593,winter,0
neem,sandy,25.866272074465236,83.51250021139037,113.86340353781758,winter,1
brahmi,loamy,14.070735973989816,29.70980517359636,105.01820303393728,summer,0
amla,loamy,37.17565901138335,32.52264597112364,31.12934196554665,monsoon,1
lemongrass,clay,14.871574111184177,20.315475010047823,97.34787604992081,monsoon,1
lemongrass,sandy,23.575197844596303,65.39334747122743,212.44651755746753,summer,1
ashwagandha,clay,33.895062248727,57.457308337148085,140.09116191991504,winter,0
tulsi,clay,12.269592842590363,32.62249222486629,234.20546323002986,monsoon,0
giloy,clay,22.87478742039372,58.06521235704681,12.820068333628445,monsoon,1
amla,sandy,13.492681914822512,59.500942209181105,182.39653273038374,monsoon,0
ashwagandha,sandy,25.26136347061273,32.23754549779392,190.71063492169392,winter,1
amla,loamy,38.94662073789103,83.53286127678561,174.7641597434156,monsoon,1
lemongrass,loamy,24.40485395077618,30.775687040164122,34.11865915133569,winter,0
turmeric,loamy,36.46820880604797,55.85676035074747,46.56661309112817,winter,0
brahmi,loamy,13.08117500190318,74.7255704046661,111.92117493103768,monsoon,1
tulsi,clay,18.073005950641793,29.926162825110282,148.846844658018,monsoon,0
aloe_vera,clay,15.881050275267846,61.13990257863435,222.07852982390398,summer,0
ashwagandha,loamy,24.176959065000634,85.26072746199584,110.7282412210713,monsoon,0
neem,loamy,14.281505054120291,81.6634205332185,97.3730661878046,monsoon,0
amla,sandy,28.158690806603282,27.455115702578148,181.3978012554804,monsoon,0
lemongrass,sandy,29.619128839758503,83.2517623131002,205.22840326152476,winter,1
turmeric,loamy,10.867754796189773,50.731111479195825,94.32689274432617,winter,0
aloe_vera,clay,36.41785909779881,41.68543255904707,231.6724464365514,monsoon,0
turmeric,sandy,16.944570343837764,85.53679949303779,23.71852155588261,monsoon,1
brahmi,loamy,12.682556299277715,88.2153063051216,243.20374191190257,monsoon,1
brahmi,clay,32.84430791330517,45.81685023489963,59.198413112409355,monsoon,0
ashwagandha,loamy,30.196868267445076,79.18679764419772,249.82723289870515,winter,0
giloy,loamy,21.58938613613949,68.68287099755122,77.99668983494993,summer,0
turmeric,clay,31.12194993788662,65.14254176618522,218.72119589365676,summer,0
bael,loamy,32.16201247628254,73.24353572552904,137.49551646000523,monsoon,1
amla,clay,36.58422351796322,81.58720848692957,130.2190605955787,summer,0
lemongrass,loamy,30.797873872604494,75.93828938529171,198.4457023064144,monsoon,1
tulsi,clay,13.38500953356342,51.95311643886856,105.5251532586277,monsoon,0
tulsi,clay,37.30039917374435,49.745054176389324,221.4756043038886,monsoon,0
ashwagandha,clay,16.248791875084613,72.13027252573485,32.34305087192745,winter,0
bael,clay,16.270392855807838,39.32559560177641,68.19335087432412,summer,0
tulsi,loamy,19.5801370981604,74.11842677871425,239.34384514832516,summer,1
bael,loamy,17.29508682861404,34.71059655464542,57.46125196615381,winter,0
tulsi,sandy,35.43635149312095,71.03229711065899,85.89800891241077,monsoon,0
lemongrass,clay,29.580690655779595,85.03049354708895,236.39955441349028,winter,1
neem,sandy,21.3199980075523,23.332726570275998,205.0292677549626,summer,1
neem,loamy,37.27479468021414,50.67634508986711,183.8207088739787,winter,1
giloy,sandy,44.75613723943138,71.58927609438177,220.17061073678298,monsoon,1
brahmi,clay,28.290168247030742,85.80636827993087,95.03646208917009,monsoon,1
neem,clay,24.466646784461616,61.37031638585273,81.74793091216722,monsoon,0
aloe_vera,sandy,23.399767216856546,36.16166450798913,119.59624473759047,winter,0
lemongrass,loamy,38.625609688866156,21.744579770304867,55.732102919091304,winter,0
amla,loamy,30.209385852239993,52.415585888227966,30.43079190961671,monsoon,1
brahmi,sandy,36.1121263370785,66.1718799995567,52.695823591100925,winter,1
neem,loamy,43.197259971676445,54.753640789679665,57.58612601628349,monsoon,1
neem,loamy,20.217112140633652,64.41871138028381,75.91923709411228,winter,1
giloy,clay,31.49782750678514,72.48682963409578,70.33602269552071,summer,0
ashwagandha,loamy,19.856471737685194,53.191403468288485,247.316694174305,monsoon,0
lemongrass,clay,22.685108907204267,62.37427247649921,232.44775286360752,monsoon,1
amla,clay,16.377418813616096,49.01423412745173,179.48699316828007,monsoon,0
tulsi,loamy,38.34345811610437,86.48108831784523,240.92643695385408,monsoon,1
brahmi,clay,18.786227087273332,33.89508119381998,205.60381759548622,monsoon,0
bael,loamy,17.238212358541706,44.186414235068625,100.66431401091944,winter,0
giloy,sandy,17.866610963054278,89.75362770460175,114.38350412669462,winter,0
neem,clay,12.019914352052458,33.34542608496103,215.763937161192,monsoon,0
amla,sandy,33.40486756011653,43.728159064626155,233.7843163648209,summer,0
giloy,clay,41.64263488936595,60.79212334157,70.1976410446198,summer,0
neem,clay,25.193783663084453,38.826350146955846,130.78160194882406,winter,0
neem,clay,42.77523392822341,41.099067187839225,32.834519973147394,winter,0
bael,loamy,40.18748748833062,31.3918671093141,106.29050130515702,summer,1
turmeric,clay,10.937762823699025,47.256135186531885,105.20351467185195,monsoon,1
giloy,clay,30.145870045126344,60.87116509374084,37.66233106340845,winter,0
brahmi,sandy,23.340848410487446,39.94819428813528,17.03899737231246,summer,0
amla,loamy,36.97319270191781,41.65418691046663,40.482788332365374,summer,1
bael,loamy,20.245729459681563,31.916554482061944,27.508228367324534,winter,0
aloe_vera,clay,24.1802349261892,29.91154596386867,235.28102687395133,winter,0
bael,clay,17.965225238536625,47.976486171389894,141.64855805657078,summer,0
bael,clay,11.147802608615265,81.46667886638834,95.25967067668705,monsoon,0
giloy,clay,17.997677264576488,82.70846327904638,244.18863443469294,winter,0
lemongrass,loamy,35.59504571626676,79.78277282123916,27.769842981234063,winter,0
tulsi,sandy,33.1864155524315,63.997988040734846,108.83794670289575,summer,0
turmeric,loamy,11.009317090806313,79.9729952727854,206.36871876389276,summer,0
tulsi,sandy,37.16267438490368,54.47278962918981,167.7236847553198,winter,0
amla,clay,11.125209460263722,60.593500990182704,150.0856476572293,winter,0
turmeric,loamy,23.07031929361873,60.22480495939588,140.83979186951817,monsoon,1
neem,loamy,36.967058996772906,70.94860302544706,104.34019425581415,winter,1
neem,clay,32.52810067190176,46.93090078139971,140.2731277587052,winter,0
ashwagandha,sandy,30.340856845482808,23.11822880303903,70.23239273655602,monsoon,1
ashwagandha,loamy,42.825113997889275,55.72958781471555,232.81723537417847,monsoon,0
ashwagandha,loamy,43.5118468312373,87.73500531204776,41.3142146543499,summer,0
lemongrass,sandy,12.036609488780062,23.857102964292324,84.92634519474655,winter,1
brahmi,sandy,29.792133384968576,75.26154234746573,246.20877656300226,summer,1
ashwagandha,loamy,28.86087739370894,31.368180806787944,190.4820377621452,summer,0
aloe_vera,loamy,29.01552769558233,21.346971193331044,12.761711953810408,monsoon,1
amla,sandy,15.515543783844558,75.17943556486702,64.43712137702647,winter,0
aloe_vera,sandy,42.790590528228115,47.051145524795785,90.230824395204,winter,1
aloe_vera,loamy,25.99099108648249,77.85216592163749,117.36151493001461,summer,0
brahmi,sandy,22.468165751931295,88.04306835457034,84.36356712727179,monsoon,1
lemongrass,loamy,28.7072527657125,35.3877172595402,69.65240863042553,monsoon,1
ashwagandha,clay,25.161334998027893,74.8715194766784,22.836315227692,summer,0
lemongrass,clay,40.336277084088735,89.62351511671487,119.80639394488014,summer,1
brahmi,sandy,22.88911119803938,47.419917947382075,72.29894997641438,monsoon,0
ashwagandha,sandy,21.93607467397021,87.60126320244186,29.060187219938946,summer,1
tulsi,loamy,14.604930300943895,47.15361946968106,137.86690022626357,monsoon,1
bael,sandy,32.0223402354674,46.781811922176054,108.20333788779118,winter,1
tulsi,sandy,14.3478539103372,21.51776219245479,200.09200160865677,summer,0
amla,loamy,34.72894007674884,20.444736839193137,130.6243510749369,summer,1
aloe_vera,clay,15.023102743750695,84.75349249445493,111.73468908336746,winter,0
tulsi,loamy,29.83660854605333,80.3933059987244,157.70397895032838,winter,1
brahmi,sandy,43.78100380315459,65.44996259289371,150.75160430658673,winter,1
lemongrass,loamy,27.9573000398797,51.1629006122461,166.98265521850146,monsoon,1
ashwagandha,loamy,29.09380390569294,26.495683696519002,73.64663445948504,winter,0
brahmi,sandy,42.546706408217176,88.60499754420415,75.25167968529578,summer,1
lemongrass,clay,41.02837038774821,41.43815934902898,99.77549413179875,monsoon,1
giloy,sandy,40.49060416372841,84.97455831593334,212.9351356303501,summer,0
tulsi,clay,34.597744424536856,34.569663110076505,25.24163657369283,winter,0
amla,sandy,15.647000498910923,24.068820611380954,98.64371846120801,winter,0
amla,loamy,43.25995706655149,51.03553626475913,228.34741783710518,summer,1
amla,sandy,34.58236728112078,37.71338108292757,235.8133073480327,summer,0
amla,sandy,14.102736595402973,54.479558556015384,27.204319506917294,monsoon,0
neem,loamy,38.23321771426076,28.556625786837632,190.260853793853,monsoon,1
ashwagandha,sandy,37.5144118923881,80.48020968055891,106.75749724310536,monsoon,1
brahmi,loamy,23.712933551035825,70.73858894768932,157.6247780754381,monsoon,1
neem,sandy,39.98002863344443,38.14202589834916,36.56907211915868,summer,1
aloe_vera,loamy,24.748817489484026,62.365314040175214,121.03646673717635,winter,0
neem,clay,19.061100918330915,44.87242556910208,114.74770730691665,winter,0
tulsi,clay,27.004677071404707,67.5020586252219,98.37735640202693,summer,0
aloe_vera,loamy,18.11052302984597,83.24846835031785,209.31634982879072,monsoon,0
aloe_vera,loamy,14.510523389575253,75.15596973616712,128.48162932786704,summer,0
giloy,sandy,20.554050012848386,66.31696351005161,235.27276683105913,monsoon,1
neem,clay,17.908132926025527,38.34541716297484,148.49495900851088,summer,0
bael,loamy,24.850477808838527,34.17845846771396,16.594656273462274,summer,0
giloy,loamy,28.08868391167817,79.90984349205067,199.9861269531982,monsoon,1
aloe_vera,loamy,38.31972575199755,82.23939449074209,102.26402075907703,summer,0
turmeric,sandy,13.999425184626439,77.61926573225504,226.185839093744,winter,0
brahmi,loamy,10.238699742772821,70.10901137253023,158.94784058592975,summer,1
lemongrass,clay,25.3570272923063,30.029620148826737,93.27202161030951,summer,1
amla,clay,40.52356335243401,56.734912470915106,231.44573932154293,winter,0
aloe_vera,clay,41.48629505254708,89.48740370523096,26.27060149515753,monsoon,1
ashwagandha,clay,30.91245074080583,32.817288824204155,229.2727077028107,winter,0
turmeric,clay,33.01140771593624,89.18726691013885,119.72900195395104,monsoon,1
aloe_vera,sandy,22.323400198137204,67.67630789474245,180.1351898511414,summer,0
amla,clay,15.030463456411276,63.92516384081047,248.59317678437125,summer,0
turmeric,loamy,38.73759945524465,27.377904662858825,144.39245348363377,summer,0
giloy,clay,38.391401836908166,58.74218795366777,151.70137241317448,winter,0
ashwagandha,clay,15.490948943355752,78.42928065170048,62.35806666356161,monsoon,0
turmeric,sandy,13.816722158745284,54.129181949918625,92.87070269243603,summer,0
giloy,loamy,34.929202808172874,23.147834190076246,132.1670011781651,winter,0
aloe_vera,loamy,43.839326180120075,36.417688056967336,241.1656746421849,winter,0
giloy,sandy,24.62426125509269,86.9619809831394,213.31726604941852,winter,0
ashwagandha,clay,22.93391869385347,72.63684822950555,167.713428740424,summer,0
neem,sandy,22.261438901619645,24.3556186942128,116.35782770397218,summer,1
turmeric,clay,15.376492190336368,71.36360062156552,158.84845352558307,monsoon,1
amla,clay,19.183301663740625,32.329780225067154,200.73249646741672,monsoon,0
lemongrass,loamy,16.632603770456328,21.448655632760673,21.68262260126058,monsoon,0
lemongrass,loamy,13.54145846308548,26.989280635226557,111.63314115308626,monsoon,1
bael,sandy,27.54573426271006,57.860235384868986,224.13562693474583,winter,1
tulsi,loamy,31.90306701151326,65.89390112046615,122.47112315226987,winter,1
neem,loamy,24.24853221872367,74.57893879901837,76.64297665108161,monsoon,1
ashwagandha,clay,25.505994692155497,47.9263993563598,161.83036965659494,winter,0
neem,clay,41.42357457687008,62.20328429527611,217.86879576122482,winter,0
ashwagandha,sandy,41.82364903693589,70.41180932669958,60.577418546164346,monsoon,1
turmeric,clay,10.859531377708585,39.31935070434672,11.610765405899643,summer,0
aloe_vera,loamy,30.419739630484244,55.334666044719185,85.10251844403528,monsoon,1
ashwagandha,sandy,25.229692162108844,28.39529914145514,230.3325898138417,winter,1
aloe_vera,loamy,11.047149205862498,61.41545322205309,138.29302086124423,winter,0
ashwagandha,sandy,25.490481946664293,48.62308173193036,94.87476282991084,winter,1
turmeric,sandy,15.484904641853959,32.53980673078011,201.71081176164483,winter,0
bael,loamy,11.039301925922095,87.9185294214825,13.672141138679565,summer,0
ashwagandha,sandy,20.70047187104951,66.11875677061002,39.414058841088504,winter,1
brahmi,sandy,44.76351645722427,69.07260477728973,14.255609119758264,winter,1
ashwagandha,loamy,26.593368193124125,82.15867141832813,141.28620565734332,winter,0
lemongrass,loamy,15.956927072217784,87.50016250051158,61.899369762476724,monsoon,1
ashwagandha,sandy,43.647070551324816,73.2535425882144,81.00373373535209,summer,1
brahmi,clay,13.829393738191586,47.566241363733916,236.79314645440624,winter,0
brahmi,loamy,40.71633825650689,87.752382125424,98.9060965258852,monsoon,1
brahmi,clay,13.710793205961835,25.914755352485667,146.6099342175507,monsoon,0
brahmi,sandy,21.409128040535002,23.44796906448848,56.105378665798256,monsoon,0
turmeric,loamy,43.66935167552489,38.80650231564729,98.01627826039189,monsoon,1
tulsi,loamy,28.669374215312356,43.439782190282614,135.93413326133611,summer,1
amla,sandy,16.258082004459258,70.19051088511382,196.7182691376192,summer,0
brahmi,loamy,33.02633514683353,25.67949552179224,248.14229650596164,summer,0
turmeric,sandy,13.408831071212962,77.49906490739114,72.74304814871797,summer,0
tulsi,sandy,40.25062159114429,53.03480683768555,10.408827054856769,monsoon,0
tulsi,loamy,33.78189311312512,73.2092468060466,44.081640042542254,monsoon,1
lemongrass,clay,26.935984141154176,45.4182272986811,248.05817667985588,monsoon,1
lemongrass,loamy,38.93235467313606,52.833974540697085,105.14839595348242,summer,1
tulsi,clay,21.369152172450327,47.17934846148764,39.27544646050709,winter,0
ashwagandha,sandy,16.44034045077681,89.05546417635026,247.28780962870502,summer,1
turmeric,loamy,16.92853439029148,56.72325639556542,58.60516669159861,winter,0
ashwagandha,loamy,26.18736622806148,71.20108525897001,46.112310387883866,monsoon,0
turmeric,loamy,29.198471068965112,89.5265178015593,238.06952928862094,monsoon,1
neem,sandy,33.318717699236096,35.304327266954225,245.87172917743516,winter,1
aloe_vera,sandy,42.957393901869324,55.45876498477159,208.95219536835867,monsoon,0
ashwagandha,sandy,15.628519924767717,85.30992482808372,249.56264009592752,winter,1
ashwagandha,sandy,34.82051091253851,27.397697366988385,181.2065790695392,winter,1
tulsi,loamy,29.310196155673346,61.008958396092495,140.9132490125455,summer,1
giloy,sandy,32.082550238047276,77.88421663783808,79.66780504239725,monsoon,1
giloy,clay,22.042749222126112,34.78980956437233,24.676250765927126,winter,0
amla,clay,18.060525879373095,85.63009771459728,235.15498579178043,winter,0
amla,sandy,43.13839445205299,85.98250495316435,189.0692055001452,summer,0
giloy,sandy,35.65574149587678,63.11556260468594,158.43612152959764,monsoon,1
bael,sandy,20.335470193383504,53.7181622513544,66.51069634719471,monsoon,0
turmeric,sandy,24.088551757659587,65.13098982448415,130.8715139225045,summer,0
bael,sandy,28.209091067955363,25.229833758189635,32.471988173198255,summer,1
bael,clay,17.133325492309517,41.145434701927655,79.41183314695748,summer,0
neem,clay,19.836505018435084,64.94596175852622,88.8259764558281,winter,0
tulsi,clay,44.67272111257299,77.44609277393388,241.73711160385298,monsoon,0
brahmi,sandy,14.857554874165938,78.51081961476928,156.44668908141432,winter,1
giloy,clay,22.957748700341813,58.60694309480689,165.97821179249732,summer,0
amla,clay,11.218394506101173,81.0797040789605,63.52552072245289,summer,0
amla,sandy,14.260425086493562,71.08164533207625,47.84699066683265,summer,0
turmeric,sandy,24.27870242683487,67.51227572164389,150.04427187465146,summer,0
amla,sandy,27.539659266105055,39.38251978249834,170.72629227127473,winter,0
neem,clay,43.079248003218005,36.272818527115646,40.868002234494575,monsoon,0
aloe_vera,loamy,15.59810530605284,63.75709338784436,125.98055891335383,winter,0
brahmi,clay,32.44723351093546,76.51330899044007,207.61097679704451,winter,1
turmeric,sandy,14.230569800047787,32.7743634384222,153.28247165842703,winter,0
brahmi,clay,44.29563372879952,58.79444292024887,51.02696393439342,monsoon,0
bael,loamy,24.847326186547132,69.421532490972,22.677112862703872,monsoon,0
tulsi,clay,37.650338283969646,23.326308858732837,223.74540995991444,summer,0
neem,clay,23.49365697608762,64.30667635938065,102.81026253148916,winter,0
tulsi,loamy,34.264001303829595,36.87536545014688,103.99374679663285,monsoon,0
tulsi,clay,29.11795826638346,36.939840698124414,93.3888847825064,monsoon,0
brahmi,loamy,32.68795324391857,63.91505454182839,177.9990319984287,monsoon,1
turmeric,clay,10.621859838174316,58.3249126977552,216.07308614165564,monsoon,1
amla,clay,29.562026264107267,73.93641147866815,188.64083026329558,summer,0
aloe_vera,sandy,24.787680943955532,35.386561981462265,36.15042216947408,winter,1
amla,sandy,26.01019618634226,86.78996449133915,142.9656018292715,monsoon,0
tulsi,loamy,41.03544818296402,69.96407704269285,71.48457741966723,monsoon,1
neem,sandy,33.334230883151825,50.44147314089973,131.1365697456746,summer,1
lemongrass,loamy,13.097417869448538,81.47293857828934,42.98009703039084,monsoon,0
ashwagandha,loamy,20.590699746406667,37.94435060527934,28.867900552254095,winter,0
tulsi,sandy,29.989003108320997,76.09171619346793,206.37619818448235,monsoon,0
brahmi,sandy,25.42940731425894,21.89769180822216,165.5787780611605,winter,0
tulsi,clay,43.86220211275277,23.361822442407806,245.88860223889455,summer,0
aloe_vera,loamy,26.867246510864618,43.55150402182039,44.195840928483314,winter,1
neem,clay,10.562891852101316,46.119627016576075,61.89284106046931,monsoon,0
bael,clay,36.46831872614309,28.09944189826127,94.78531217865324,summer,1
lemongrass,sandy,40.055650019679646,62.62149155368652,144.94387432161707,summer,1
giloy,sandy,15.8606849787449,84.68419788960792,212.26279021033582,winter,0
tulsi,clay,38.995992340655704,89.39170293889205,68.94809901695302,summer,0
ashwagandha,clay,13.434607184247211,76.24424880811074,130.0993393266249,monsoon,0
turmeric,loamy,26.170150336853016,43.22403131209131,99.22589084619533,summer,0
turmeric,sandy,42.03602789911459,36.27357968598132,86.98975743106651,monsoon,1
ashwagandha,clay,42.018691734453164,86.85463811488351,23.583886920292187,summer,0
lemongrass,clay,20.377929041892937,68.24219259211543,226.58124141605853,monsoon,1
tulsi,sandy,11.308785534637039,42.61496150926492,149.17104995426476,monsoon,0
